user_id,income_range,transaction_count,payment_method_count,subscription_count,expense_tracking_frequency,manual_tracking_frequency,missed_transaction_frequency,budgeting_frequency,impulse_spending_tendency,digital_wallet_usage_pct,savings_behavior_pct,financial_tracking_difficulty,income_ordinal,estimated_income
RESP_IN_00712,"₹12,00,000 - ₹25,00,000",76,1,5,3,5,3,3,2,87.3,24.2,9,4,1850000
RESP_IN_00713,"< ₹3,00,000",91,2,3,1,2,3,1,3,98.3,24.7,8,1,200000
RESP_IN_00714,"₹12,00,000 - ₹25,00,000",145,6,10,3,2,5,1,3,92.8,17.6,10,4,1850000
RESP_IN_00715,"₹12,00,000 - ₹25,00,000",115,4,5,3,3,5,4,3,67.0,24.8,10,4,1850000
RESP_IN_00716,"₹6,00,000 - ₹12,00,000",120,6,7,2,3,5,2,2,97.2,26.8,10,3,900000
RESP_IN_00717,"₹3,00,000 - ₹6,00,000",120,4,7,5,5,4,3,4,85.3,26.4,10,2,450000
RESP_IN_00718,"< ₹3,00,000",75,2,7,2,4,3,4,3,83.4,30.0,7,1,200000
RESP_IN_00719,"< ₹3,00,000",90,3,8,3,5,3,1,1,89.8,33.4,9,1,200000
RESP_IN_00720,"₹3,00,000 - ₹6,00,000",97,3,4,4,2,3,1,2,86.3,23.6,9,2,450000
RESP_IN_00721,"₹3,00,000 - ₹6,00,000",119,5,7,1,4,5,4,5,100.0,24.7,10,2,450000
RESP_IN_00722,"₹3,00,000 - ₹6,00,000",79,2,3,3,4,3,4,3,100.0,28.2,8,2,450000
RESP_IN_00723,"₹3,00,000 - ₹6,00,000",72,3,5,4,4,4,1,3,84.3,21.5,10,2,450000
RESP_IN_00724,"₹3,00,000 - ₹6,00,000",153,6,6,1,1,5,3,3,100.0,25.7,10,2,450000
RESP_IN_00725,"₹6,00,000 - ₹12,00,000",90,4,4,4,3,3,3,3,100.0,27.2,9,3,900000
RESP_IN_00726,"₹3,00,000 - ₹6,00,000",133,5,9,1,1,5,1,2,95.4,22.7,10,2,450000
RESP_IN_00727,"< ₹3,00,000",89,3,4,1,5,3,2,4,93.5,18.8,9,1,200000
RESP_IN_00728,"₹3,00,000 - ₹6,00,000",67,1,9,1,2,5,4,1,100.0,32.2,8,2,450000
RESP_IN_00729,"₹6,00,000 - ₹12,00,000",70,1,4,4,1,1,1,3,98.9,14.7,6,3,900000
RESP_IN_00730,"₹12,00,000 - ₹25,00,000",58,2,2,2,5,2,3,3,86.6,31.7,7,4,1850000
RESP_IN_00731,"₹3,00,000 - ₹6,00,000",107,3,3,1,5,5,4,3,91.6,37.6,9,2,450000
RESP_IN_00732,"< ₹3,00,000",111,3,7,3,5,4,4,2,80.8,35.5,10,1,200000
RESP_IN_00733,"₹6,00,000 - ₹12,00,000",125,5,9,1,3,5,2,3,91.0,19.8,10,3,900000
RESP_IN_00734,"₹3,00,000 - ₹6,00,000",138,4,5,3,1,4,2,2,98.2,22.0,10,2,450000
RESP_IN_00735,"₹12,00,000 - ₹25,00,000",125,5,8,1,1,5,2,2,100.0,30.2,10,4,1850000
RESP_IN_00736,"> ₹25,00,000",120,4,7,3,2,4,4,3,63.8,29.3,10,5,3500000
RESP_IN_00737,"> ₹25,00,000",133,4,8,5,2,4,4,2,82.7,32.6,10,5,3500000
RESP_IN_00738,"₹6,00,000 - ₹12,00,000",142,4,5,4,3,5,2,5,94.3,9.3,10,3,900000
RESP_IN_00739,"₹3,00,000 - ₹6,00,000",134,5,8,3,4,4,3,4,100.0,19.8,10,2,450000
RESP_IN_00740,"> ₹25,00,000",142,5,9,3,3,5,4,3,82.9,32.1,10,5,3500000
RESP_IN_00741,"₹6,00,000 - ₹12,00,000",91,4,7,2,4,4,4,3,88.5,26.9,10,3,900000
RESP_IN_00742,"< ₹3,00,000",106,4,7,5,5,4,3,4,97.5,24.6,10,1,200000
RESP_IN_00743,"₹3,00,000 - ₹6,00,000",122,4,9,4,3,5,2,5,84.7,13.7,10,2,450000
RESP_IN_00744,"₹3,00,000 - ₹6,00,000",106,3,7,2,3,3,1,4,78.5,11.8,10,2,450000
RESP_IN_00745,"₹3,00,000 - ₹6,00,000",96,4,6,3,1,4,3,3,80.8,17.1,9,2,450000
RESP_IN_00746,"₹12,00,000 - ₹25,00,000",104,3,7,1,2,4,3,3,100.0,29.9,10,4,1850000
RESP_IN_00747,"₹3,00,000 - ₹6,00,000",147,7,10,5,5,5,4,1,79.0,41.5,10,2,450000
RESP_IN_00748,"< ₹3,00,000",98,4,8,2,5,5,1,2,84.8,23.9,10,1,200000
RESP_IN_00749,"> ₹25,00,000",135,6,7,1,3,5,1,1,100.0,34.6,10,5,3500000
RESP_IN_00750,"₹6,00,000 - ₹12,00,000",106,4,5,3,3,5,3,3,100.0,26.1,10,3,900000
RESP_IN_00751,"< ₹3,00,000",102,3,4,3,2,3,3,4,92.9,19.6,9,1,200000
RESP_IN_00752,"₹6,00,000 - ₹12,00,000",94,2,5,3,4,5,3,2,85.4,29.3,9,3,900000
RESP_IN_00753,"₹12,00,000 - ₹25,00,000",101,4,6,2,4,4,1,2,78.5,26.3,10,4,1850000
RESP_IN_00754,"₹6,00,000 - ₹12,00,000",114,4,5,2,4,5,3,3,84.4,27.5,10,3,900000
RESP_IN_00755,"₹6,00,000 - ₹12,00,000",151,6,10,5,2,5,1,4,98.6,15.1,10,3,900000
RESP_IN_00756,"₹12,00,000 - ₹25,00,000",123,5,6,3,4,4,3,3,99.9,24.8,10,4,1850000
RESP_IN_00757,"₹3,00,000 - ₹6,00,000",134,4,8,4,3,5,3,4,88.8,16.9,10,2,450000
RESP_IN_00758,"< ₹3,00,000",102,3,5,2,3,3,4,3,95.0,27.9,8,1,200000
RESP_IN_00759,"₹3,00,000 - ₹6,00,000",137,5,9,1,4,5,2,4,81.5,23.2,10,2,450000
RESP_IN_00760,"₹3,00,000 - ₹6,00,000",81,2,7,3,4,4,4,5,91.7,16.8,10,2,450000
RESP_IN_00761,"₹6,00,000 - ₹12,00,000",125,3,6,3,4,2,4,3,72.8,24.0,9,3,900000
RESP_IN_00762,"₹6,00,000 - ₹12,00,000",135,5,6,2,3,5,1,3,88.0,22.5,10,3,900000
RESP_IN_00763,"₹12,00,000 - ₹25,00,000",120,4,5,1,4,4,2,3,92.6,22.8,10,4,1850000
RESP_IN_00764,"< ₹3,00,000",91,2,5,3,2,3,2,1,99.9,37.6,7,1,200000
RESP_IN_00765,"₹3,00,000 - ₹6,00,000",115,4,8,4,1,4,1,3,96.1,23.9,10,2,450000
RESP_IN_00766,"< ₹3,00,000",123,5,7,4,3,5,4,5,89.7,17.6,10,1,200000
RESP_IN_00767,"₹3,00,000 - ₹6,00,000",139,6,10,5,4,4,1,3,84.8,17.1,10,2,450000
RESP_IN_00768,"₹6,00,000 - ₹12,00,000",84,1,4,3,5,2,2,1,94.3,33.2,8,3,900000
RESP_IN_00769,"₹3,00,000 - ₹6,00,000",100,4,8,1,5,4,1,1,100.0,25.5,10,2,450000
RESP_IN_00770,"< ₹3,00,000",64,2,3,3,4,3,4,2,93.5,32.7,6,1,200000
RESP_IN_00771,"₹3,00,000 - ₹6,00,000",148,6,11,2,1,5,1,1,98.1,27.2,10,2,450000
RESP_IN_00772,"₹6,00,000 - ₹12,00,000",109,3,2,5,3,5,4,4,86.6,25.2,10,3,900000
RESP_IN_00773,"< ₹3,00,000",119,4,9,5,5,4,5,1,82.4,42.5,10,1,200000
RESP_IN_00774,"₹3,00,000 - ₹6,00,000",138,6,9,2,3,5,2,5,84.1,20.4,10,2,450000
RESP_IN_00775,"₹3,00,000 - ₹6,00,000",100,4,8,1,3,4,3,2,96.1,34.6,10,2,450000
RESP_IN_00776,"₹12,00,000 - ₹25,00,000",141,4,5,1,2,5,5,3,97.2,32.2,10,4,1850000
RESP_IN_00777,"₹12,00,000 - ₹25,00,000",135,6,9,3,2,5,3,5,80.0,20.2,10,4,1850000
RESP_IN_00778,"₹3,00,000 - ₹6,00,000",123,4,10,2,2,5,3,3,79.4,22.5,10,2,450000
RESP_IN_00779,"> ₹25,00,000",103,5,8,2,2,5,3,3,88.8,32.6,10,5,3500000
RESP_IN_00780,"₹3,00,000 - ₹6,00,000",154,6,8,1,2,5,3,4,100.0,21.4,10,2,450000
RESP_IN_00781,"> ₹25,00,000",82,2,6,1,3,4,2,5,72.6,8.0,10,5,3500000
RESP_IN_00782,"₹3,00,000 - ₹6,00,000",75,2,6,4,1,2,1,1,88.3,26.0,8,2,450000
RESP_IN_00783,"₹3,00,000 - ₹6,00,000",141,5,9,2,4,5,2,3,100.0,25.4,10,2,450000
RESP_IN_00784,"₹3,00,000 - ₹6,00,000",117,3,6,4,1,4,1,2,77.4,28.6,10,2,450000
RESP_IN_00785,"₹3,00,000 - ₹6,00,000",123,5,5,5,3,3,5,2,78.4,29.8,10,2,450000
RESP_IN_00786,"₹3,00,000 - ₹6,00,000",144,5,8,3,4,5,2,1,99.8,29.8,10,2,450000
RESP_IN_00787,"₹6,00,000 - ₹12,00,000",73,1,4,1,3,3,5,2,60.5,35.1,4,3,900000
RESP_IN_00788,"₹3,00,000 - ₹6,00,000",135,5,9,4,3,5,3,3,92.2,23.1,10,2,450000
RESP_IN_00789,"₹3,00,000 - ₹6,00,000",101,4,9,2,5,4,1,3,95.5,21.0,10,2,450000
RESP_IN_00790,"< ₹3,00,000",88,3,8,2,2,4,2,1,78.7,27.2,10,1,200000
RESP_IN_00791,"₹3,00,000 - ₹6,00,000",72,1,4,4,4,2,2,2,69.4,29.5,7,2,450000
RESP_IN_00792,"< ₹3,00,000",62,1,4,3,4,1,3,3,72.3,30.1,7,1,200000
RESP_IN_00793,"< ₹3,00,000",82,3,7,2,4,2,2,5,94.4,7.2,10,1,200000
RESP_IN_00794,"₹3,00,000 - ₹6,00,000",125,4,7,2,3,5,4,3,100.0,23.6,10,2,450000
RESP_IN_00795,"< ₹3,00,000",109,3,5,1,2,4,4,3,100.0,23.0,8,1,200000
RESP_IN_00796,"₹3,00,000 - ₹6,00,000",100,2,3,2,3,5,3,3,84.1,26.3,10,2,450000
RESP_IN_00797,"₹6,00,000 - ₹12,00,000",163,7,9,2,2,5,1,3,89.5,16.9,10,3,900000
RESP_IN_00798,"< ₹3,00,000",110,3,5,5,3,4,1,4,77.8,13.0,10,1,200000
RESP_IN_00799,"< ₹3,00,000",91,3,4,3,4,3,4,2,88.0,38.4,10,1,200000
RESP_IN_00800,"₹12,00,000 - ₹25,00,000",127,4,7,1,2,4,3,3,100.0,28.3,10,4,1850000
RESP_IN_00801,"₹6,00,000 - ₹12,00,000",92,4,4,2,3,5,2,3,84.8,27.5,10,3,900000
RESP_IN_00802,"₹12,00,000 - ₹25,00,000",97,3,6,3,1,4,3,3,85.7,25.8,9,4,1850000
RESP_IN_00803,"₹3,00,000 - ₹6,00,000",96,2,2,2,4,4,1,3,78.4,24.4,9,2,450000
RESP_IN_00804,"< ₹3,00,000",118,4,7,1,4,5,1,1,100.0,28.1,10,1,200000
RESP_IN_00805,"₹3,00,000 - ₹6,00,000",151,6,10,2,2,5,2,3,88.1,18.6,10,2,450000
RESP_IN_00806,"₹12,00,000 - ₹25,00,000",105,2,5,4,1,3,4,3,80.5,28.6,7,4,1850000
RESP_IN_00807,"₹3,00,000 - ₹6,00,000",115,4,6,2,4,4,5,5,98.6,22.8,10,2,450000
RESP_IN_00808,"₹6,00,000 - ₹12,00,000",92,2,6,5,2,3,4,2,77.8,23.2,8,3,900000
RESP_IN_00809,"₹3,00,000 - ₹6,00,000",101,3,3,5,4,3,2,4,85.9,19.9,10,2,450000
RESP_IN_00810,"> ₹25,00,000",94,2,4,1,4,4,1,4,71.9,17.3,9,5,3500000
RESP_IN_00811,"₹12,00,000 - ₹25,00,000",69,1,3,3,4,2,2,3,75.4,24.1,7,4,1850000
RESP_IN_00812,"₹3,00,000 - ₹6,00,000",76,2,6,1,4,4,4,2,94.4,41.2,8,2,450000
RESP_IN_00813,"₹6,00,000 - ₹12,00,000",94,3,5,3,1,4,3,2,77.2,31.1,9,3,900000
RESP_IN_00814,"< ₹3,00,000",101,3,6,5,4,2,2,2,85.5,23.0,10,1,200000
RESP_IN_00815,"< ₹3,00,000",110,4,10,3,3,5,4,3,95.4,29.9,10,1,200000
RESP_IN_00816,"₹12,00,000 - ₹25,00,000",134,6,9,2,2,5,1,4,100.0,11.5,10,4,1850000
RESP_IN_00817,"₹12,00,000 - ₹25,00,000",144,5,5,2,4,5,2,4,91.7,22.1,10,4,1850000
RESP_IN_00818,"₹12,00,000 - ₹25,00,000",89,2,4,2,2,3,4,3,87.9,31.4,7,4,1850000
RESP_IN_00819,"> ₹25,00,000",101,4,8,2,2,4,2,5,92.3,20.0,10,5,3500000
RESP_IN_00820,"< ₹3,00,000",111,4,7,2,4,5,4,3,83.6,35.0,10,1,200000
RESP_IN_00821,"₹6,00,000 - ₹12,00,000",99,3,7,3,4,4,4,1,95.3,36.6,9,3,900000
RESP_IN_00822,"₹6,00,000 - ₹12,00,000",88,3,4,3,4,4,2,3,81.7,18.8,9,3,900000
RESP_IN_00823,"₹6,00,000 - ₹12,00,000",114,4,6,1,3,5,1,1,95.6,27.1,10,3,900000
RESP_IN_00824,"< ₹3,00,000",90,2,5,2,4,2,2,3,86.9,23.9,9,1,200000
RESP_IN_00825,"₹12,00,000 - ₹25,00,000",136,3,7,2,5,4,3,3,91.0,25.4,10,4,1850000
RESP_IN_00826,"₹3,00,000 - ₹6,00,000",161,6,8,5,4,5,2,5,87.5,18.7,10,2,450000
RESP_IN_00827,"< ₹3,00,000",110,4,5,1,3,5,3,1,100.0,32.2,9,1,200000
RESP_IN_00828,"> ₹25,00,000",97,3,5,2,3,5,2,3,90.4,17.3,10,5,3500000
RESP_IN_00829,"> ₹25,00,000",128,5,9,1,3,5,4,1,69.5,36.1,10,5,3500000
RESP_IN_00830,"> ₹25,00,000",114,5,9,2,4,4,4,3,91.1,36.3,10,5,3500000
RESP_IN_00831,"₹12,00,000 - ₹25,00,000",117,4,8,2,3,5,3,3,95.2,25.5,10,4,1850000
RESP_IN_00832,"₹6,00,000 - ₹12,00,000",136,6,10,2,2,5,2,1,81.4,25.5,10,3,900000
RESP_IN_00833,"₹3,00,000 - ₹6,00,000",158,7,14,4,5,5,3,1,100.0,33.3,10,2,450000
RESP_IN_00834,"₹6,00,000 - ₹12,00,000",89,2,8,2,1,4,2,2,100.0,21.6,9,3,900000
RESP_IN_00835,"₹6,00,000 - ₹12,00,000",126,4,4,2,2,5,4,4,100.0,26.6,10,3,900000
RESP_IN_00836,"₹6,00,000 - ₹12,00,000",118,5,9,2,4,5,4,2,100.0,29.6,10,3,900000
RESP_IN_00837,"₹6,00,000 - ₹12,00,000",151,5,8,4,5,4,2,1,70.7,26.1,10,3,900000
RESP_IN_00838,"₹6,00,000 - ₹12,00,000",105,2,7,1,5,4,1,2,93.8,23.9,10,3,900000
RESP_IN_00839,"₹6,00,000 - ₹12,00,000",69,2,5,1,4,4,5,1,73.3,37.5,6,3,900000
RESP_IN_00840,"₹6,00,000 - ₹12,00,000",126,5,9,1,2,5,2,2,94.1,22.4,10,3,900000
RESP_IN_00841,"₹12,00,000 - ₹25,00,000",97,3,3,2,5,4,2,1,66.0,31.5,10,4,1850000
RESP_IN_00842,"₹3,00,000 - ₹6,00,000",83,3,6,1,2,4,3,2,92.2,25.3,8,2,450000
RESP_IN_00843,"₹6,00,000 - ₹12,00,000",119,5,8,2,4,5,1,2,85.0,30.9,10,3,900000
RESP_IN_00844,"₹3,00,000 - ₹6,00,000",155,6,12,1,2,5,1,3,100.0,21.9,10,2,450000
RESP_IN_00845,"< ₹3,00,000",129,4,7,4,1,3,1,2,75.9,25.3,10,1,200000
RESP_IN_00846,"₹3,00,000 - ₹6,00,000",100,3,6,3,4,4,2,2,100.0,27.5,10,2,450000
RESP_IN_00847,"< ₹3,00,000",99,3,6,3,4,3,2,2,83.8,20.6,9,1,200000
RESP_IN_00848,"< ₹3,00,000",129,6,9,5,4,4,2,2,100.0,28.4,10,1,200000
RESP_IN_00849,"₹6,00,000 - ₹12,00,000",127,5,7,1,1,5,1,1,82.0,26.3,10,3,900000
RESP_IN_00850,"₹6,00,000 - ₹12,00,000",122,4,7,3,4,3,1,4,95.9,23.5,10,3,900000
RESP_IN_00851,"₹3,00,000 - ₹6,00,000",97,4,6,1,1,5,2,2,84.3,24.3,10,2,450000
RESP_IN_00852,"₹3,00,000 - ₹6,00,000",106,3,7,2,4,5,2,3,87.5,25.4,10,2,450000
RESP_IN_00853,"₹6,00,000 - ₹12,00,000",110,2,7,2,1,5,2,3,85.2,27.1,10,3,900000
RESP_IN_00854,"₹3,00,000 - ₹6,00,000",103,3,5,3,1,4,2,2,100.0,22.4,10,2,450000
RESP_IN_00855,"₹3,00,000 - ₹6,00,000",99,3,4,5,3,2,5,3,86.5,31.6,7,2,450000
RESP_IN_00856,"₹3,00,000 - ₹6,00,000",120,4,7,2,2,5,1,3,100.0,20.6,10,2,450000
RESP_IN_00857,"< ₹3,00,000",85,2,6,3,2,3,1,3,91.3,22.9,9,1,200000
RESP_IN_00858,"₹6,00,000 - ₹12,00,000",83,3,3,2,5,4,4,3,93.7,26.8,9,3,900000
RESP_IN_00859,"₹3,00,000 - ₹6,00,000",108,4,7,1,5,5,5,4,75.4,28.1,10,2,450000
RESP_IN_00860,"< ₹3,00,000",116,4,5,2,5,4,2,3,91.7,26.0,10,1,200000
RESP_IN_00861,"₹3,00,000 - ₹6,00,000",93,3,5,4,3,3,5,3,83.9,28.1,9,2,450000
RESP_IN_00862,"₹6,00,000 - ₹12,00,000",99,2,6,1,1,4,3,2,92.8,38.1,8,3,900000
RESP_IN_00863,"₹3,00,000 - ₹6,00,000",155,6,11,2,1,5,2,2,100.0,31.0,10,2,450000
RESP_IN_00864,"₹12,00,000 - ₹25,00,000",105,4,4,4,3,4,4,4,87.2,26.0,10,4,1850000
RESP_IN_00865,"₹6,00,000 - ₹12,00,000",144,6,9,2,3,5,3,1,100.0,29.5,10,3,900000
RESP_IN_00866,"₹3,00,000 - ₹6,00,000",117,3,7,2,5,4,4,2,100.0,29.0,10,2,450000
RESP_IN_00867,"₹6,00,000 - ₹12,00,000",109,4,6,3,4,4,2,4,86.7,15.8,10,3,900000
RESP_IN_00868,"₹3,00,000 - ₹6,00,000",99,2,5,4,2,2,3,1,73.9,32.9,7,2,450000
RESP_IN_00869,"₹6,00,000 - ₹12,00,000",115,5,7,2,3,5,4,5,80.5,27.6,10,3,900000
RESP_IN_00870,"₹6,00,000 - ₹12,00,000",115,3,6,2,4,4,4,4,100.0,21.7,10,3,900000
RESP_IN_00871,"< ₹3,00,000",109,3,8,1,2,5,3,2,93.3,28.7,10,1,200000
RESP_IN_00872,"₹3,00,000 - ₹6,00,000",134,6,8,1,4,5,1,1,76.9,22.7,10,2,450000
RESP_IN_00873,"₹12,00,000 - ₹25,00,000",82,2,5,5,1,2,4,4,72.2,22.5,7,4,1850000
RESP_IN_00874,"₹6,00,000 - ₹12,00,000",142,5,9,1,3,5,3,2,100.0,29.2,10,3,900000
RESP_IN_00875,"< ₹3,00,000",87,2,4,3,5,2,2,3,89.4,21.5,8,1,200000
RESP_IN_00876,"₹6,00,000 - ₹12,00,000",114,4,7,3,2,4,3,2,94.9,30.7,10,3,900000
RESP_IN_00877,"₹3,00,000 - ₹6,00,000",95,3,8,1,4,5,5,1,100.0,37.2,8,2,450000
RESP_IN_00878,"< ₹3,00,000",138,5,8,4,4,5,4,2,89.4,35.1,10,1,200000
RESP_IN_00879,"₹3,00,000 - ₹6,00,000",79,2,3,1,3,3,3,3,75.7,25.0,6,2,450000
RESP_IN_00880,"₹12,00,000 - ₹25,00,000",83,2,4,4,2,2,1,3,95.4,16.7,7,4,1850000
RESP_IN_00881,"₹6,00,000 - ₹12,00,000",144,6,12,4,5,4,3,2,90.6,32.4,10,3,900000
RESP_IN_00882,"₹3,00,000 - ₹6,00,000",116,4,9,3,2,5,4,4,95.4,24.6,10,2,450000
RESP_IN_00883,"₹3,00,000 - ₹6,00,000",117,4,9,3,5,4,3,2,82.5,34.3,10,2,450000
RESP_IN_00884,"< ₹3,00,000",142,7,12,2,4,5,3,3,99.4,28.5,10,1,200000
RESP_IN_00885,"₹6,00,000 - ₹12,00,000",110,4,7,3,3,5,3,2,95.9,29.6,10,3,900000
RESP_IN_00886,"₹3,00,000 - ₹6,00,000",81,2,9,3,5,4,3,1,88.0,32.9,9,2,450000
RESP_IN_00887,"₹3,00,000 - ₹6,00,000",135,5,11,1,4,5,4,4,99.6,32.4,10,2,450000
RESP_IN_00888,"₹3,00,000 - ₹6,00,000",169,6,12,5,5,5,3,1,100.0,32.9,10,2,450000
RESP_IN_00889,"₹3,00,000 - ₹6,00,000",90,3,6,2,3,4,3,2,82.8,28.2,9,2,450000
RESP_IN_00890,"> ₹25,00,000",77,2,4,3,4,2,4,1,99.5,42.3,5,5,3500000
RESP_IN_00891,"₹6,00,000 - ₹12,00,000",104,3,5,2,2,3,3,4,77.5,31.6,10,3,900000
RESP_IN_00892,"₹3,00,000 - ₹6,00,000",124,4,6,2,1,5,5,1,91.2,34.4,9,2,450000
RESP_IN_00893,"₹6,00,000 - ₹12,00,000",125,4,9,1,5,5,4,5,95.3,23.5,10,3,900000
RESP_IN_00894,"₹3,00,000 - ₹6,00,000",72,2,4,1,4,4,4,4,90.5,30.8,7,2,450000
RESP_IN_00895,"> ₹25,00,000",97,2,6,3,4,4,4,4,82.3,24.0,10,5,3500000
RESP_IN_00896,"₹3,00,000 - ₹6,00,000",118,5,12,1,4,5,4,2,83.4,30.3,10,2,450000
RESP_IN_00897,"₹6,00,000 - ₹12,00,000",108,3,6,2,3,4,3,3,76.6,29.7,10,3,900000
RESP_IN_00898,"₹12,00,000 - ₹25,00,000",110,3,5,4,1,3,1,2,100.0,27.6,9,4,1850000
RESP_IN_00899,"₹3,00,000 - ₹6,00,000",112,3,7,4,5,4,2,3,78.9,25.2,10,2,450000
RESP_IN_00900,"₹6,00,000 - ₹12,00,000",144,5,8,2,5,5,2,5,97.3,16.1,10,3,900000
RESP_IN_00901,"₹3,00,000 - ₹6,00,000",112,3,7,2,4,5,3,1,85.5,27.6,10,2,450000
RESP_IN_00902,"< ₹3,00,000",128,4,8,2,4,5,4,2,100.0,39.4,10,1,200000
RESP_IN_00903,"< ₹3,00,000",128,4,6,3,2,4,1,3,74.5,16.1,10,1,200000
RESP_IN_00904,"₹3,00,000 - ₹6,00,000",126,5,11,1,1,5,4,2,100.0,31.7,10,2,450000
RESP_IN_00905,"₹6,00,000 - ₹12,00,000",94,2,6,2,4,3,1,3,88.0,16.2,10,3,900000
RESP_IN_00906,"₹6,00,000 - ₹12,00,000",110,5,10,2,5,5,3,3,89.7,31.4,10,3,900000
RESP_IN_00907,"> ₹25,00,000",93,3,4,3,3,3,4,4,97.3,26.3,9,5,3500000
RESP_IN_00908,"₹12,00,000 - ₹25,00,000",148,6,9,2,3,5,2,4,93.0,12.2,10,4,1850000
RESP_IN_00909,"₹6,00,000 - ₹12,00,000",75,2,5,1,1,3,4,4,74.0,20.8,8,3,900000
RESP_IN_00910,"₹6,00,000 - ₹12,00,000",162,6,8,3,5,5,4,3,100.0,25.0,10,3,900000
RESP_IN_00911,"₹6,00,000 - ₹12,00,000",95,2,4,3,2,5,3,3,75.6,27.3,8,3,900000
RESP_IN_00912,"₹6,00,000 - ₹12,00,000",98,4,7,2,4,5,2,2,86.2,28.6,10,3,900000
RESP_IN_00913,"₹6,00,000 - ₹12,00,000",121,5,9,3,4,5,3,3,97.8,24.1,10,3,900000
RESP_IN_00914,"₹6,00,000 - ₹12,00,000",128,4,4,1,2,5,4,2,98.1,28.4,10,3,900000
RESP_IN_00915,"₹6,00,000 - ₹12,00,000",168,7,10,2,3,5,4,4,100.0,30.4,10,3,900000
RESP_IN_00916,"< ₹3,00,000",127,5,7,4,1,4,5,1,93.8,42.3,10,1,200000
RESP_IN_00917,"₹12,00,000 - ₹25,00,000",91,3,7,2,3,4,2,3,100.0,20.1,10,4,1850000
RESP_IN_00918,"₹3,00,000 - ₹6,00,000",166,6,7,3,4,5,1,2,97.3,29.2,10,2,450000
RESP_IN_00919,"< ₹3,00,000",113,4,6,1,4,5,1,3,83.0,19.0,10,1,200000
RESP_IN_00920,"> ₹25,00,000",150,7,8,4,4,5,2,3,100.0,23.0,10,5,3500000
RESP_IN_00921,"< ₹3,00,000",138,6,7,1,3,5,2,3,92.3,22.5,10,1,200000
RESP_IN_00922,"₹3,00,000 - ₹6,00,000",117,4,8,1,2,5,1,3,66.6,24.6,10,2,450000
RESP_IN_00923,"₹6,00,000 - ₹12,00,000",97,2,7,4,5,4,4,4,74.1,20.9,9,3,900000
RESP_IN_00924,"₹12,00,000 - ₹25,00,000",109,3,7,1,3,4,4,2,100.0,37.5,9,4,1850000
RESP_IN_00925,"₹3,00,000 - ₹6,00,000",130,4,9,3,4,5,3,3,95.4,24.8,10,2,450000
RESP_IN_00926,"> ₹25,00,000",126,4,7,2,3,5,2,4,57.7,21.6,10,5,3500000
RESP_IN_00927,"₹3,00,000 - ₹6,00,000",77,3,5,1,3,5,3,4,72.1,20.5,10,2,450000
RESP_IN_00928,"₹3,00,000 - ₹6,00,000",103,4,6,2,4,4,1,3,92.7,18.0,10,2,450000
RESP_IN_00929,"₹3,00,000 - ₹6,00,000",120,5,8,3,4,5,2,3,87.9,28.3,10,2,450000
RESP_IN_00930,"< ₹3,00,000",161,7,8,5,4,5,3,3,100.0,29.6,10,1,200000
RESP_IN_00931,"₹3,00,000 - ₹6,00,000",76,2,8,1,2,3,3,3,90.1,28.1,8,2,450000
RESP_IN_00932,"₹6,00,000 - ₹12,00,000",135,5,9,2,2,5,4,4,92.8,26.6,10,3,900000
RESP_IN_00933,"₹12,00,000 - ₹25,00,000",123,6,10,1,3,5,2,4,93.9,23.0,10,4,1850000
RESP_IN_00934,"₹3,00,000 - ₹6,00,000",164,7,9,2,2,5,2,3,100.0,23.6,10,2,450000
RESP_IN_00935,"₹3,00,000 - ₹6,00,000",148,6,5,4,1,5,2,3,82.3,26.2,10,2,450000
RESP_IN_00936,"₹6,00,000 - ₹12,00,000",121,4,8,2,5,5,1,3,94.3,15.3,10,3,900000
RESP_IN_00937,"₹12,00,000 - ₹25,00,000",89,3,5,2,3,2,1,3,100.0,20.5,9,4,1850000
RESP_IN_00938,"₹3,00,000 - ₹6,00,000",121,6,7,2,1,5,1,3,99.5,20.2,10,2,450000
RESP_IN_00939,"₹3,00,000 - ₹6,00,000",93,3,8,5,3,4,1,1,100.0,32.6,10,2,450000
RESP_IN_00940,"> ₹25,00,000",118,4,7,5,3,4,3,5,93.2,20.4,10,5,3500000
RESP_IN_00941,"₹6,00,000 - ₹12,00,000",79,3,7,3,5,4,4,2,89.7,31.2,10,3,900000
RESP_IN_00942,"₹6,00,000 - ₹12,00,000",122,4,9,2,3,5,4,2,89.5,33.0,10,3,900000
RESP_IN_00943,"₹3,00,000 - ₹6,00,000",107,3,6,2,3,4,1,5,82.0,15.7,10,2,450000
RESP_IN_00944,"₹6,00,000 - ₹12,00,000",84,2,3,4,5,1,1,2,97.1,24.6,9,3,900000
RESP_IN_00945,"₹3,00,000 - ₹6,00,000",138,6,11,2,4,5,2,1,100.0,21.7,10,2,450000
RESP_IN_00946,"₹3,00,000 - ₹6,00,000",95,3,4,1,2,3,4,2,80.7,40.2,7,2,450000
RESP_IN_00947,"< ₹3,00,000",115,3,4,2,5,4,2,3,96.8,26.1,10,1,200000
RESP_IN_00948,"₹3,00,000 - ₹6,00,000",79,2,3,2,3,3,3,3,95.2,28.1,7,2,450000
RESP_IN_00949,"₹3,00,000 - ₹6,00,000",92,3,6,5,3,2,2,1,83.1,37.0,9,2,450000
